"carat","clarity","color","cut","price"
0.3,"VS1","E","Ideal",911
1.51,"SI1","H","Premium",7759
0.78,"SI2","F","Very Good",2586
2.26,"SI2","H","Very Good",13095
1.32,"I1","H","Fair",4140
0.33,"VS2","F","Ideal",854
1.02,"SI1","H","Ideal",4924
0.71,"SI2","H","Very Good",1972
0.7,"SI1","E","Premium",2777
1.51,"VS2","J","Premium",7553
0.36,"VS2","E","Premium",789
0.6,"IF","H","Ideal",2270
0.46,"VS1","H","Ideal",983
1.01,"VS2","F","Ideal",6794
0.78,"VS1","F","Ideal",3537
0.8,"SI1","H","Ideal",2553
1.7,"SI2","J","Ideal",8505
1.01,"VVS1","E","Very Good",10693
0.3,"VVS1","G","Premium",789
0.52,"VS2","G","Very Good",1408
0.59,"VS2","E","Premium",2578
0.72,"VS2","I","Premium",2216
1.03,"VS2","G","Ideal",6229
0.9,"SI2","G","Good",3353
1.01,"VS1","G","Good",6066
2.04,"SI2","H","Premium",11820
0.42,"VS2","D","Ideal",1031
1.5,"SI1","G","Premium",10087
0.52,"VS1","E","Ideal",1668
0.3,"VVS1","H","Very Good",631
1,"VVS2","F","Premium",8602
0.34,"SI1","H","Premium",612
1.02,"VS2","I","Very Good",4762
0.55,"VS2","D","Ideal",2224
0.54,"VS2","E","Good",1637
0.71,"VS2","E","Premium",2711
2.06,"SI2","G","Ideal",18293
0.31,"VS2","G","Good",531
0.41,"IF","F","Ideal",1439
0.56,"VS1","F","Good",1712
0.4,"SI2","F","Ideal",597
0.7,"VVS2","I","Fair",2117
1.5,"VVS2","I","Very Good",9828
0.44,"VVS1","F","Ideal",1319
1.59,"VVS2","J","Ideal",8227
1.3,"SI2","G","Premium",4455
0.51,"VVS2","G","Ideal",2303
0.7,"VS2","H","Good",2187
0.41,"VS2","E","Premium",935
0.34,"VVS1","H","Premium",995
0.61,"VVS2","F","Ideal",3248
0.5,"SI1","D","Ideal",1654
0.51,"SI1","F","Ideal",1346
2.03,"SI1","I","Ideal",15272
2,"SI1","D","Fair",15540
0.79,"SI1","F","Very Good",3073
0.7,"SI2","G","Premium",2268
0.74,"SI1","D","Premium",3036
0.25,"VVS2","E","Good",505
0.32,"SI1","D","Premium",756
0.71,"SI1","I","Good",1715
1.15,"SI1","G","Premium",5851
0.73,"VS2","J","Very Good",2101
2.21,"SI1","I","Ideal",18062
1.55,"SI1","E","Premium",11871
2.02,"SI1","G","Premium",17692
0.32,"VS1","D","Ideal",756
1.02,"SI2","E","Very Good",4404
1.13,"SI1","H","Premium",4256
0.41,"SI1","E","Very Good",755
0.9,"SI2","I","Very Good",2826
1.04,"VS2","G","Ideal",6617
0.31,"IF","G","Ideal",891
0.3,"VVS1","G","Good",789
0.7,"VS2","G","Ideal",2723
2.01,"VS2","J","Very Good",12968
0.3,"IF","E","Premium",1026
1.1,"SI2","D","Good",4361
0.75,"VVS1","H","Very Good",2806
0.31,"SI2","E","Premium",558
1.05,"SI1","H","Premium",5228
0.4,"IF","I","Ideal",1050
1,"IF","E","Very Good",11214
0.7,"VVS2","G","Good",3046
0.32,"VS2","G","Premium",561
0.71,"SI1","H","Premium",2049
0.38,"SI1","D","Premium",941
0.31,"IF","D","Ideal",1310
0.33,"IF","I","Premium",891
1.54,"VS1","G","Premium",14438
0.3,"SI1","H","Very Good",421
0.76,"SI1","F","Ideal",2719
0.74,"VS2","H","Premium",2553
1.73,"VS2","H","Premium",13221
1.2,"SI1","J","Very Good",5142
1.5,"SI2","G","Premium",8190
1.5,"VS2","G","Good",11577
0.72,"SI2","D","Ideal",2618
0.49,"VS2","E","Ideal",1609
1.02,"SI2","G","Premium",4291
0.9,"SI1","F","Good",3950
0.27,"VVS2","F","Ideal",760
1.51,"VS2","F","Ideal",13325
0.37,"VS2","D","Ideal",1050
0.54,"VVS2","G","Ideal",1914
0.41,"VVS2","F","Ideal",1044
1.12,"SI2","E","Ideal",6168
0.4,"VS2","E","Premium",912
1.03,"VS1","G","Premium",6479
0.92,"SI1","I","Ideal",4457
0.42,"SI1","H","Ideal",898
0.41,"SI1","E","Good",755
0.53,"SI1","D","Ideal",1706
0.26,"VVS2","H","Good",468
1.5,"SI1","H","Very Good",9987
1.13,"VS1","I","Ideal",6980
0.42,"VS1","G","Ideal",921
1.02,"VVS2","F","Premium",8445
1.13,"SI1","E","Ideal",6682
0.7,"VS2","E","Ideal",2616
1.06,"SI2","I","Ideal",3777
1,"VVS2","F","Premium",8448
1.5,"VS2","D","Ideal",15996
0.34,"IF","E","Ideal",1163
0.34,"VS1","G","Ideal",681
1,"SI1","D","Good",5005
0.7,"SI1","I","Very Good",1999
0.92,"SI2","F","Premium",3282
0.6,"SI1","F","Very Good",1599
0.51,"VS2","F","Ideal",1687
1.5,"VS2","D","Ideal",15788
0.32,"VVS2","G","Very Good",672
1.13,"VS2","I","Very Good",5531
1.22,"SI1","I","Fair",4099
0.43,"VS1","G","Ideal",1008
0.71,"SI1","E","Premium",2863
0.31,"SI1","E","Good",544
0.7,"VS1","F","Ideal",3399
0.41,"VVS2","H","Very Good",839
0.71,"SI1","F","Premium",2381
0.34,"VS1","H","Ideal",596
0.31,"VVS2","D","Premium",988
0.55,"SI1","E","Ideal",1668
0.32,"VS2","H","Ideal",505
0.82,"SI2","H","Fair",2358
1.21,"VS2","G","Ideal",7792
0.5,"VS2","E","Very Good",1559
1.13,"I1","H","Fair",2968
0.9,"SI2","I","Very Good",2800
0.41,"VVS2","I","Ideal",827
0.42,"SI1","E","Ideal",992
1.5,"VVS2","F","Very Good",16116
0.31,"VS2","I","Premium",558
0.31,"VVS2","F","Ideal",706
0.71,"VVS1","F","Premium",3347
0.32,"VVS2","D","Ideal",858
0.33,"VVS1","H","Premium",965
0.7,"VS1","E","Premium",2826
1.07,"SI1","J","Ideal",3775
0.38,"VVS2","E","Ideal",1073
1.68,"VS1","G","Premium",13445
2.2,"SI1","I","Ideal",18059
1.58,"SI1","G","Ideal",11610
1,"VS2","E","Fair",4480
0.31,"VVS1","H","Ideal",687
0.83,"SI2","D","Very Good",2918
0.8,"SI2","G","Fair",2246
1.01,"VVS1","F","Premium",10341
0.59,"SI1","F","Ideal",1561
1.09,"VS1","G","Very Good",7378
0.29,"VS1","F","Very Good",504
0.9,"SI2","H","Very Good",3250
0.71,"VVS2","G","Premium",2839
1.05,"VS2","E","Very Good",6803
0.32,"VS2","H","Premium",471
0.31,"SI1","J","Very Good",353
0.91,"VS2","I","Premium",3282
1.27,"VVS2","F","Ideal",13823
0.35,"VS1","G","Premium",906
0.5,"SI2","E","Premium",1240
0.7,"VS1","F","Ideal",3154
2.01,"SI2","I","Very Good",13669
1,"SI2","D","Very Good",3965
0.42,"VVS2","I","Ideal",1299
0.52,"VVS1","G","Very Good",2040
0.35,"VVS2","G","Very Good",798
0.55,"VS2","H","Ideal",1402
1.05,"SI2","G","Very Good",4427
1.27,"SI2","J","Ideal",4779
1.21,"VS1","F","Premium",8879
0.55,"VS2","D","Ideal",2030
1.08,"SI1","H","Very Good",5375
0.37,"VS2","D","Premium",1124
1.01,"VVS1","F","Very Good",10019
0.52,"VS2","D","Ideal",1919
0.76,"VVS2","J","Ideal",2167
0.71,"SI1","H","Good",2156
1.13,"VVS2","G","Ideal",10396
0.46,"VS2","F","Very Good",1273
1.14,"SI1","I","Ideal",4953
1.22,"SI1","I","Ideal",6398
0.83,"SI1","J","Good",2311
1.15,"VS2","G","Ideal",5564
2.48,"SI2","H","Very Good",15746
0.52,"VS2","D","Ideal",1822
1.25,"SI1","J","Very Good",4702
0.71,"VS1","F","Ideal",3404
0.32,"VVS1","I","Ideal",589
0.52,"VS2","D","Ideal",1701
0.53,"VS2","H","Ideal",1412
0.42,"VVS2","F","Ideal",1069
1.25,"VS2","G","Ideal",9030
0.74,"SI2","D","Ideal",2690
0.23,"VS1","D","Very Good",611
0.72,"VS2","D","Ideal",3179
1.39,"VS2","J","Ideal",6252
0.7,"SI1","D","Very Good",2565
0.71,"SI1","D","Very Good",2887
0.7,"SI1","H","Premium",2155
2.05,"SI2","E","Very Good",17138
2.01,"SI2","I","Ideal",12349
0.26,"VVS1","E","Premium",599
0.54,"SI1","G","Premium",1241
0.55,"SI2","G","Premium",1280
1.22,"SI1","H","Premium",6153
1.01,"SI1","G","Fair",4102
1.5,"SI2","H","Premium",8333
1.14,"SI1","G","Ideal",5650
0.58,"VS1","D","Ideal",2067
1.2,"VS2","F","Premium",8796
0.72,"SI2","D","Good",2254
0.92,"SI1","I","Very Good",3323
0.24,"IF","F","Very Good",552
0.7,"SI1","E","Very Good",2239
2,"VS1","I","Premium",18795
0.41,"VS1","E","Ideal",1076
1.02,"SI1","F","Very Good",5287
0.58,"VS2","E","Very Good",1566
1.5,"SI2","H","Premium",8148
0.52,"VS2","E","Ideal",1689
1.01,"SI2","F","Good",4197
1.1,"VS2","G","Ideal",6653
1.44,"SI2","J","Premium",4064
0.38,"VS1","H","Ideal",768
1.45,"SI2","F","Fair",6455
1.26,"SI1","G","Ideal",7711
0.3,"VS2","E","Premium",658
0.73,"VS1","E","Very Good",3492
0.72,"SI2","F","Premium",2364
1.51,"SI2","G","Very Good",8574
0.3,"VS2","H","Premium",608
0.31,"SI1","G","Premium",593
0.29,"VVS1","G","Ideal",673
0.31,"VS2","G","Premium",544
0.7,"VVS2","F","Ideal",4114
2.52,"SI2","F","Premium",18179
0.53,"SI1","E","Ideal",1564
0.71,"VS1","E","Very Good",3112
0.9,"SI2","F","Ideal",3881
1.22,"VVS2","E","Ideal",14414
1.53,"SI1","I","Good",8095
1,"VS2","G","Fair",4435
0.9,"SI1","D","Premium",4612
1.01,"SI1","G","Premium",5006
1.22,"SI1","I","Premium",5602
0.4,"VS2","I","Good",695
1.5,"SI2","E","Fair",7459
0.28,"VVS1","E","Premium",646
1.2,"IF","I","Very Good",7141
1.04,"SI1","I","Ideal",4135
0.5,"SI2","F","Premium",1172
0.4,"IF","G","Very Good",1173
1.01,"VS1","I","Good",3484
0.91,"SI1","G","Premium",4045
0.3,"VVS2","G","Very Good",552
0.73,"SI1","E","Ideal",2886
0.5,"VS1","H","Fair",1134
2.11,"SI1","I","Very Good",14740
1.1,"VS1","G","Ideal",7528
1.52,"VVS2","J","Very Good",11392
2,"SI2","I","Premium",14208
0.42,"VS2","D","Ideal",1103
0.24,"SI1","D","Very Good",475
1.73,"SI2","I","Premium",9207
1.02,"IF","E","Very Good",10710
0.26,"VS1","D","Very Good",425
0.56,"VVS2","E","Ideal",2696
0.41,"VS2","J","Ideal",613
0.62,"SI1","E","Ideal",1749
0.53,"VS1","F","Premium",1766
0.31,"IF","F","Ideal",1046
2.02,"VS2","I","Good",16593
0.55,"VS2","F","Ideal",1692
1,"VS2","E","Ideal",6871
0.38,"VS2","E","Good",693
0.36,"VS1","G","Ideal",932
0.34,"IF","G","Ideal",974
0.51,"SI1","D","Premium",1569
1.39,"SI2","F","Good",6969
0.3,"IF","H","Ideal",789
0.5,"VS2","E","Good",1395
1.02,"VS2","G","Premium",5978
1.07,"VS2","E","Ideal",9177
1.01,"SI1","G","Premium",4808
0.72,"VS1","G","Good",2958
0.92,"I1","D","Premium",2698
0.5,"VVS2","D","Very Good",2310
0.63,"VS2","H","Very Good",1640
0.53,"VS1","H","Ideal",1607
0.36,"VVS1","D","Very Good",1119
1.12,"SI2","H","Ideal",5331
0.3,"VVS1","E","Ideal",979
1.53,"VS2","H","Premium",10827
0.41,"VVS2","F","Ideal",1192
1.21,"SI2","G","Premium",5529
0.4,"VVS2","H","Ideal",877
1.01,"SI2","F","Ideal",4416
0.78,"VS2","I","Ideal",2652
0.5,"SI1","F","Good",1231
1.2,"SI2","J","Premium",4685
0.91,"VVS1","I","Ideal",4609
0.73,"VS2","F","Premium",2882
1.01,"SI1","I","Ideal",4638
0.5,"VS1","J","Ideal",1082
0.42,"SI1","E","Premium",926
0.4,"VS1","D","Very Good",967
1.01,"SI2","F","Premium",4497
0.6,"VS1","E","Ideal",2171
0.7,"SI2","F","Ideal",2171
1.01,"VS2","F","Premium",6097
1.01,"VS2","G","Good",5599
1.02,"SI1","G","Premium",4273
0.24,"VS2","E","Very Good",461
2.02,"SI2","I","Ideal",10577
0.56,"VS1","E","Ideal",2352
0.52,"SI1","D","Very Good",1446
0.38,"SI1","E","Good",641
0.42,"VS2","H","Very Good",843
1.65,"VS1","F","Very Good",17425
1,"SI1","H","Very Good",4389
0.91,"SI1","E","Good",4523
1.39,"VS2","H","Very Good",8951
0.31,"VS2","G","Good",544
1,"VVS2","E","Good",7692
1.5,"SI2","G","Ideal",7936
0.3,"VVS1","G","Ideal",764
0.59,"VS2","G","Ideal",1705
0.57,"VVS2","F","Ideal",2722
1.1,"VS1","G","Ideal",7550
1.55,"I1","E","Very Good",5974
0.41,"SI1","E","Very Good",705
0.4,"VVS2","F","Ideal",1088
0.3,"SI1","E","Premium",675
1.52,"SI2","D","Premium",8897
0.3,"VS2","D","Premium",710
1.26,"SI1","H","Premium",7056
0.7,"VVS2","H","Premium",2536
0.3,"VS2","E","Ideal",658
0.9,"SI1","E","Good",3625
0.52,"VS1","H","Ideal",1665
0.44,"VVS1","I","Ideal",1145
0.42,"VS2","E","Ideal",1024
1.01,"SI2","I","Ideal",4244
0.44,"VS2","D","Ideal",1081
1.21,"I1","E","Very Good",3795
0.31,"SI1","I","Very Good",418
1.5,"VS2","H","Ideal",10920
1.52,"SI2","E","Premium",9576
0.72,"SI2","G","Premium",1588
0.9,"VS1","G","Ideal",4931
0.61,"VVS1","E","Ideal",3212
1.33,"SI2","H","Very Good",6071
0.36,"SI1","D","Ideal",794
0.41,"VS2","G","Very Good",827
1.67,"VS2","H","Ideal",13063
0.41,"VS1","G","Premium",899
0.79,"VVS2","G","Ideal",3760
0.32,"VS2","D","Premium",972
1.7,"SI2","F","Very Good",11091
0.5,"VS2","D","Ideal",1612
0.54,"SI2","I","Very Good",1105
1.1,"VS2","H","Premium",5652
0.4,"SI1","F","Very Good",737
1.01,"SI1","G","Good",4672
0.3,"VVS2","D","Good",752
1.01,"SI1","F","Premium",5345
0.47,"VS2","E","Very Good",1320
0.39,"VS1","F","Good",847
1.01,"SI2","D","Very Good",4690
1.21,"VS2","F","Good",7786
0.51,"SI2","D","Ideal",1359
0.31,"VS1","G","Good",625
0.82,"VVS2","H","Ideal",3781
1.57,"SI1","D","Very Good",12697
0.58,"VVS2","F","Good",2494
0.7,"SI1","E","Very Good",2617
1.02,"VVS1","G","Ideal",8317
2,"SI2","F","Fair",15351
0.7,"VS1","J","Premium",1953
0.63,"VS2","D","Ideal",2013
0.42,"SI1","D","Premium",1040
1,"VS2","E","Very Good",6875
0.37,"VS2","G","Premium",649
2.02,"SI1","F","Very Good",17658
0.55,"VS1","E","Ideal",1975
0.32,"VS1","I","Ideal",523
0.56,"VVS1","H","Ideal",1929
0.41,"IF","J","Very Good",651
0.31,"VS1","E","Premium",734
0.34,"VS2","D","Ideal",1033
1.23,"VS2","J","Ideal",6015
1.04,"SI1","F","Very Good",5152
0.9,"SI1","E","Very Good",4463
0.3,"VS1","E","Ideal",775
2.03,"SI2","J","Premium",9435
0.39,"VVS1","F","Very Good",1232
0.56,"SI1","H","Very Good",1230
2.25,"SI2","D","Premium",18007
0.31,"VS2","E","Premium",680
0.3,"VS1","G","Good",776
1.03,"SI1","I","Ideal",4782
1.01,"SI1","E","Fair",4480
0.49,"SI1","H","Ideal",1102
